state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,initiative,project,amount_low,amount_high,pool_amount,n_recipients,beds,counties_served,regions_served,entity_type_raw,budget_year2,flow_type,hospital_attribution,hospital_benefiting,intermediary_name,hospital_affiliation_signal,date_announced,classification_rule,determination_basis
OR,106,Samaritan Health Center - Newport,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,107,Samaritan Health Clinic - Lebanon Medical Plaza,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,108,Samaritan Health Clinic - Sweet Home,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,109,Samaritan Lebanon Health Center,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool. Name indicates hospital ownership; recorded, not recoded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,TRUE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,110,Samaritan Lincoln City Medical Center,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,111,Samaritan Toledo Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,112,Samaritan Waldport Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,113,Samaritan Walk-In Clinic - Lebanon,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,114,Santiam Internal Medicine Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool. Name indicates hospital ownership; recorded, not recoded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,TRUE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,115,Santiam Medical Associates,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool. Name indicates hospital ownership; recorded, not recoded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,TRUE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,116,Santiam Medical Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool. Name indicates hospital ownership; recorded, not recoded.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,TRUE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,117,Sherman County Medical Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,118,Siskiyou Pediatric Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,119,South Gilliam Health Center,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,120,St Lukes Clinic - Eastern Oregan Medical Associates,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,121,St. Charles Family Care - Prineville,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,122,Strawberry Wilderness Community Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,123,Sublimity Medical Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,124,Thrivewell Clinic,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,125,Umpqua Health - Newton Creek,100000,FQHC_OR_RHC,No,"Transformation Fund, standardised Rural Health Clinic award. THIS IS NOT A HOSPITAL AWARD: OHA prints these 99 in a separate table from the 35 hospitals, against a separate $10M pool.",Yes,No,FY2026 (Year 1),Oregon Health Authority Announces Funding for Rural Hospitals and Rural Health Clinics,https://content.govdelivery.com/accounts/ORHA/bulletins/4164e4f,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Rural Health Clinic,HIGH,AMOUNT_PRELIMINARY,TRANSFORMATION_RHC,Transformation Fund - Rural Health Clinics,,,,,,,,,Rural Health Clinic,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-05-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Rural Health Clinic'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
