state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,flow_type,hospital_benefiting,determination_basis,source_archive_path,recipient_names_source_url,amount_basis,amount_precision,disbursement_status,classification_rule,activity_type_raw,initiative_raw,award_sequence,counties_served,project_description
AL,126,AltaPointe Health Systems,935895,NONPROFIT_CBO,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,,NON_HOSPITAL,No,"Curated override: community mental health provider; it operates psychiatric hospitals, but the release does not state which entity received the grant -- confirm before coding as a hospital. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Mental Health Initiative,Mental Health Initiative,FIRST,"Autauga, Baldwin, Bibb, Blount, Chambers, Cherokee, Chilton, Choctaw, Clay, Coosa, Dallas, DeKalb, Elmore, Etowah, Fayette, Franklin, Greene, Hale, Jackson, Jefferson, Lamar, Lauderdale, Lawrence, Lee, Limestone, Lowndes, Marengo, Marion, Marshall, Mobile, Montgomery, Morgan, Perry, Pickens, Randolph, Shelby, St. Clair, Sumter, Talladega, Tallapoosa, Tuscaloosa, Walker, Washington, Wilcox","AltaPointe Health Systems – $935,895 to establish the Alabama School Mental Health Network to expand school-based mental health crisis services through a coordinated telehealth model, helping students in rural communities receive timely support during a behavioral health crisis (Autauga, Baldwin, Bibb, Blount, Chambers, Cherokee, Chilton, Choctaw, Clay, Coosa, Dallas, DeKalb, Elmore, Etowah, Fayette, Franklin, Greene, Hale, Jackson, Jefferson, Lamar, Lauderdale, Lawrence, Lee, Limestone, Lowndes, Marengo, Marion, Marshall, Mobile, Montgomery, Morgan, Perry, Pickens, Randolph, Shelby, St. Clair, Sumter, Talladega, Tallapoosa, Tuscaloosa, Walker, Washington, Wilcox)."
AL,127,Cahaba Medical Care Foundation,958307,FQHC_OR_RHC,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: federally qualified health center; one of its own awards establishes a further FQHC site. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Mental Health Initiative,Mental Health Initiative,FIRST,"Bibb, Perry","Cahaba Medical Care Foundation – $958,307 to expand school-based behavioral health services in Bibb County and establish new services in Perry County to improve students’ access to mental health care (Bibb, Perry)."
AL,128,Montgomery Area Mental Health Authority DBA Carastar Health,1040000,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Curated override: area mental health authority, a public body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,OVERRIDE,Mental Health Initiative,Mental Health Initiative,FIRST,"Elmore, Lowndes","Montgomery Area Mental Health Authority DBA Carastar Health – $1.04 million to expand behavioral health services and strengthen operational infrastructure to support Certified Community Behavioral Health Clinic certification and improve access to coordinated care in rural communities (Elmore, Lowndes)."
AL,129,Southwest Alabama Behavioral Health Care Systems DBA CarePath Behavioral Health,865600,NONPROFIT_CBO,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: community behavioral health provider; the 'Health Care Systems' token would otherwise read as a hospital system. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Mental Health Initiative,Mental Health Initiative,FIRST,"Clarke, Conecuh, Escambia, Monroe","Southwest Alabama Behavioral Health Care Systems DBA CarePath Behavioral Health – $865,600 to expand access to mental health and substance abuse disorder services and strengthen five rural locations as they transition to the Certified Community Behavioral Health Clinic model (Clarke, Conecuh, Escambia, Monroe)."
AL,130,Mental Health Board of Chilton and Shelby Counties Inc. DBA Central Alabama Wellness,589096,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: county mental health board, a public body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Mental Health Initiative,Mental Health Initiative,FIRST,"Chilton, Shelby","Mental Health Board of Chilton and Shelby Counties Inc. DBA Central Alabama Wellness – $589,096 to establish a 24/7 mobile crisis service to provide in-person behavioral health crisis response and support its transition to the Certified Community Behavioral Health Clinic model (Chilton, Shelby)."
AL,131,Floyd Cherokee Medical Center LLC,31152,HOSPITAL_OR_SYSTEM,Yes,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Mental Health Initiative,Mental Health Initiative,FIRST,Cherokee,"Floyd Cherokee Medical Center LLC – $31,152 to expand virtual school-based mental health therapy services to improve students’ access to behavioral health care (Cherokee)."
AL,132,HARTT Inc. DBA HARTT Counseling and Wellness,222347,NONPROFIT_CBO,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,RECIPIENT_TYPE_INFERRED,NON_HOSPITAL,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,FALLBACK,Mental Health Initiative,Mental Health Initiative,FIRST,"Walker, Winston","HARTT Inc. DBA HARTT Counseling and Wellness – $222,347 to expand school-based behavioral health services to improve access to mental health care for students in rural communities (Walker, Winston)."
AL,133,"East Alabama Mental Health-Mental Retardation Board, Inc. DBA Integrea Community Mental Health System",867545,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: county mental health board; the 'System' token would otherwise read as a hospital system. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Mental Health Initiative,Mental Health Initiative,FIRST,"Chambers, Tallapoosa","East Alabama Mental Health-Mental Retardation Board, Inc. DBA Integrea Community Mental Health System – $867,545 to expand and strengthen behavioral health services as it transitions to the Certified Community Behavioral Health Clinic model, improving access to coordinated mental health and substance use disorder care (Chambers, Tallapoosa)."
AL,134,Jefferson-Blount-St. Clair Mental Health Authority,542965,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: county mental health authority, a public body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Mental Health Initiative,Mental Health Initiative,FIRST,"Blount, Jefferson, St. Clair","Jefferson-Blount-St. Clair Mental Health Authority – $542,965 to develop the infrastructure needed to transition from a community mental health center to the Certified Community Behavioral Health Clinic model (Blount, Jefferson, St. Clair)."
AL,135,Northwest Alabama Mental Health Center,480408,NONPROFIT_CBO,No,Mental Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,RECIPIENT_TYPE_INFERRED,NON_HOSPITAL,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,FALLBACK,Mental Health Initiative,Mental Health Initiative,FIRST,"Fayette, Lamar, Marion, Walker, Winston","Northwest Alabama Mental Health Center – $480,408 to strengthen staffing and care delivery infrastructure to support the health center’s conversion to a Certified Community Behavioral Health Clinic and expand access to comprehensive mental health and substance use disorder services (Fayette, Lamar, Marion, Walker, Winston)."
