queue_row,state,recipient_name,match_name,queue_code,queue_source,direction,dollars_at_stake,award_rows,classifier_assigned,current_coding,verified_type,verified_by,verified_date,basis,basis_type
295,IA,Mitchell County Regional Health Center,Mitchell County Regional Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Mitchell County Regional Health Center (Osage), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
296,IA,Monona County Board of Health dba Burgess Health,Monona County Board of Health dba Burgess Health,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"Monona County Board of Health, doing business as Burgess Health; the county board of health is the legal recipient, with public health apparently operated through Burgess (the county hospital). Hospital-operated public health. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
297,IA,Morning Glory Birth & Wellness,Morning Glory Birth & Wellness,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Birth and wellness center / midwifery practice. Not one of the nine categories. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline,GENERAL_KNOWLEDGE
298,IA,Ottumwa Regional Health Center,Ottumwa Regional Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,6,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Ottumwa Regional Health Center, hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
299,IA,Palmer Lutheran Health Center,Palmer Lutheran Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Palmer Lutheran Health Center (West Union), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
300,IA,Pella Regional Health Center,Pella Regional Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Pella Regional Health Center, hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
301,IA,"Primary Health Care, Inc.","Primary Health Care, Inc.",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Primary Health Care, Inc., an FQHC (central Iowa). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
302,IA,Priority Health Northwest,Priority Health Northwest,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"Primary care clinic in Spencer, formerly Crowns Clinic, reopened after the 2024 floods. Ownership not confirmed. https://www.yahoo.com/news/spencer-clinic-reopens-2024-floods-013149258.html",ORG_WEBSITE
303,IA,R & R Counseling Solutions,R & R Counseling Solutions,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Private counseling practice. Not one of the nine categories. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline,GENERAL_KNOWLEDGE
304,IA,Regional Health Services of Howard County,Regional Health Services of Howard County,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,3,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Regional Health Services of Howard County (Cresco), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
305,IA,Sanford Health,Sanford Health,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Sanford Health, hospital system. https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
306,IA,"Sanford Health Network - Sioux Falls, SD","Sanford Health Network - Sioux Falls, SD",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Sanford Health Network (Sioux Falls), hospital system entity. https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
307,IA,"Sanford Health Network –Sioux Falls, SD (Rock Rapids)","Sanford Health Network –Sioux Falls, SD (Rock Rapids)",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Sanford Health Network, Rock Rapids hospital. https://hhs.iowa.gov/media/18885/download?inline",GENERAL_KNOWLEDGE
308,IA,"Sanford Health Network –Sioux Falls, SD (Sheldon)","Sanford Health Network –Sioux Falls, SD (Sheldon)",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Sanford Health Network, Sheldon hospital. https://hhs.iowa.gov/media/18885/download?inline",GENERAL_KNOWLEDGE
309,IA,Sioux Center Health,Sioux Center Health,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,3,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Sioux Center Health, nonprofit critical access hospital and health system. https://jobs.higlobe.com/company/3060/sioux-center-health",ORG_WEBSITE
310,IA,"The Gabrielson Clinic for Women, PLC","The Gabrielson Clinic for Women, PLC",IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"The Gabrielson Clinic for Women, PLC, physician-owned OB/GYN practice. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18886/download?inline",GENERAL_KNOWLEDGE
311,IA,UnityPoint Health - Marshalltown,UnityPoint Health - Marshalltown,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"UnityPoint Health - Marshalltown, hospital. https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
312,IA,Waverly Health Center,Waverly Health Center,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Waverly Health Center, critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18330/download?inline",GENERAL_KNOWLEDGE
313,IA,Wells Bros Pharmacy Services LLC,Wells Bros Pharmacy Services LLC,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Pharmacy services company (LLC). Not one of the nine categories. https://hhs.iowa.gov/media/18886/download?inline,GENERAL_KNOWLEDGE
314,IA,Whiting Commercial Development Corp,Whiting Commercial Development Corp,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Local commercial development corporation (Whiting); presumably a local vehicle for a health facility project. Legal form not confirmed. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline,GENERAL_KNOWLEDGE
315,IA,Whiting Commercial Development Corp.,Whiting Commercial Development Corp.,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Same Whiting Commercial Development Corp as row 315 (different roster). [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18885/download?inline,GENERAL_KNOWLEDGE
316,IA,WinnMed,WinnMed,IA_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"WinnMed (Winneshiek Medical Center, Decorah), critical access hospital. [Org type from general knowledge; URL is the award source.] https://hhs.iowa.gov/media/18094/download?inline",GENERAL_KNOWLEDGE
317,ID,Comagine Health,Comagine Health,ID_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Comagine Health, national nonprofit health consulting/quality improvement organization; consistent with its coding in Oregon (row 59, row 141). https://healthandwelfare.idaho.gov/providers/rural-health-transformation-program-grant/funding-opportunities-rural-health",GENERAL_KNOWLEDGE
318,IN,"Collaborative Fusion, Inc","Collaborative Fusion, Inc",IN_PROCUREMENT_VENDOR_TYPE,COMMITTED_QUEUE,NONE,0,1,VENDOR_OR_CONTRACTOR / MEDIUM,IN_KIND_BENEFIT / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,Company selected by IDOA as a respondent under a competitive RFP (procurement vendor). https://www.in.gov/idoa/procurement/award-recommendations/,GENERAL_KNOWLEDGE
319,IN,Communicare Technology,Communicare Technology,IN_PROCUREMENT_VENDOR_TYPE,COMMITTED_QUEUE,NONE,0,1,VENDOR_OR_CONTRACTOR / MEDIUM,IN_KIND_BENEFIT / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,Company selected by IDOA as a respondent under a competitive RFP (procurement vendor). https://www.in.gov/idoa/procurement/award-recommendations/,GENERAL_KNOWLEDGE
320,IN,Concourse Tech Inc,Concourse Tech Inc,IN_PROCUREMENT_VENDOR_TYPE,COMMITTED_QUEUE,NONE,0,1,VENDOR_OR_CONTRACTOR / MEDIUM,NON_HOSPITAL / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,Company selected by IDOA as a respondent under a competitive RFP (procurement vendor). https://www.in.gov/idoa/procurement/award-recommendations/,GENERAL_KNOWLEDGE
321,IN,Deloitte Consulting LLP,Deloitte Consulting LLP,IN_PROCUREMENT_VENDOR_TYPE,COMMITTED_QUEUE,NONE,0,1,VENDOR_OR_CONTRACTOR / MEDIUM,IN_KIND_BENEFIT / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,"Deloitte Consulting LLP, consulting firm selected by IDOA under a competitive RFP. https://www.in.gov/idoa/procurement/award-recommendations/",GENERAL_KNOWLEDGE
322,IN,Patient Flow Innovations,Patient Flow Innovations,IN_PROCUREMENT_VENDOR_TYPE,COMMITTED_QUEUE,NONE,0,1,VENDOR_OR_CONTRACTOR / MEDIUM,IN_KIND_BENEFIT / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,Company selected by IDOA as a respondent under a competitive RFP (procurement vendor). https://www.in.gov/idoa/procurement/award-recommendations/,GENERAL_KNOWLEDGE
323,IN,Public Policy Associates LLC,Public Policy Associates LLC,IN_PROCUREMENT_VENDOR_TYPE,COMMITTED_QUEUE,NONE,0,1,VENDOR_OR_CONTRACTOR / MEDIUM,NON_HOSPITAL / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,Consulting LLC selected by IDOA as a respondent under a competitive RFP (procurement vendor). https://www.in.gov/idoa/procurement/award-recommendations/,GENERAL_KNOWLEDGE
324,ME,Cary Medical Center,Cary Medical Center,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Rural hospital (Caribou). Type is not in doubt; the open question is that DHHS only invited it and has not yet made an award, which typing does not change. https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
325,ME,Houlton Regional Hospital,Houlton Regional Hospital,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Rural hospital (Houlton). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
326,ME,MaineGeneral Medical Center – Alfond Center for Health,MaineGeneral Medical Center – Alfond Center for Health,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"MaineGeneral Medical Center hospital campus. Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
327,ME,MaineHealth Franklin Hospital,MaineHealth Franklin Hospital,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"MaineHealth hospital (Farmington). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
328,ME,MaineHealth Pen Bay Hospital,MaineHealth Pen Bay Hospital,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"MaineHealth hospital (Rockport). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
329,ME,Millinocket Regional Hospital,Millinocket Regional Hospital,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Critical access hospital (Millinocket). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
330,ME,Mount Desert Island Hospital,Mount Desert Island Hospital,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Hospital (Bar Harbor). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
331,ME,Northern Light AR Gould Hospital,Northern Light AR Gould Hospital,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Northern Light hospital (Presque Isle). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
332,ME,Northern Light CA Dean Hospital,Northern Light CA Dean Hospital,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Northern Light hospital (Dover-Foxcroft). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
333,ME,Northern Maine Medical Center,Northern Maine Medical Center,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Hospital (Fort Kent). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
334,ME,Penobscot Valley Hospital,Penobscot Valley Hospital,ME_RHEF_COHORT_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Critical access hospital (Lincoln). Invited, not yet awarded (see row 325). https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31",GENERAL_KNOWLEDGE
335,MO,Arthur Center Community Health,Arthur Center Community Health,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,"Arthur Center (Mexico, MO), community mental health center / CCBHC. Classified with other CMHCs. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
336,MO,Bothwell Regional Health Center,Bothwell Regional Health Center,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Bothwell Regional Health Center (Sedalia), hospital. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
337,MO,Community Counseling Center,Community Counseling Center,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,"Community Counseling Center (southeast Missouri), community mental health center. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
338,MO,"Family Counseling Center, Inc. (dba FCC Behavioral Health)","Family Counseling Center, Inc. (dba FCC Behavioral Health)",MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,"FCC Behavioral Health, community mental health center (southeast Missouri). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
339,MO,Golden Valley Memorial Healthcare,Golden Valley Memorial Healthcare,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Golden Valley Memorial Healthcare (Clinton), hospital. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
340,MO,HCC Network,HCC Network,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,Rural health network in Missouri (hub anchor); network members not confirmed. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
341,MO,Hannibal Regional Health Center,Hannibal Regional Health Center,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Hannibal Regional Health Center, hospital. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
342,MO,Missouri Highlands Health Care,Missouri Highlands Health Care,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,FQHC_OR_RHC,"Claude, run by IN",46286,"Missouri Highlands Health Care, an FQHC in southeast Missouri. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
343,MO,Ozarks Healthcare,Ozarks Healthcare,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Ozarks Healthcare (West Plains), hospital system. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
344,MO,Parkland Health Center,Parkland Health Center,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Parkland Health Center (Farmington), BJC HealthCare hospital. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
345,MO,Randolph County Caring Community Partnership,Randolph County Caring Community Partnership,MO_ANCHOR_FORM_NOT_STATED,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,"Randolph County Caring Community Partnership, community collaborative. [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
346,MO,A.T. Still University of Health Sciences - Kirksville,A.T. Still University of Health Sciences - Kirksville,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,UNIVERSITY_OR_AHC / HIGH,NA / distributed_to_hospital = NA,UNIVERSITY_OR_AHC,"Claude, run by IN",46286,"A.T. Still University (osteopathic medical school, Kirksville). https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
347,MO,Arthur Center Community Health,Arthur Center Community Health,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,"Arthur Center, community mental health center (same organization as row 336; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
348,MO,Bothwell Regional Health Center,Bothwell Regional Health Center,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Bothwell Regional Health Center, hospital (same as row 337; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
349,MO,Cameron Regional Medical Center,Cameron Regional Medical Center,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Cameron Regional Medical Center, hospital. https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
350,MO,Citizens Memorial Hospital,Citizens Memorial Hospital,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / HIGH,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,Citizens Memorial Hospital (Bolivar). https://dss.mo.gov/mhd/rural-health,GENERAL_KNOWLEDGE
351,MO,Community Counseling Center,Community Counseling Center,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,"Community Counseling Center, community mental health center (same as row 338; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
352,MO,"Family Counseling Center, Inc. (dba FCC Behavioral Health)","Family Counseling Center, Inc. (dba FCC Behavioral Health)",MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,NONPROFIT_CBO / LOW,NA / distributed_to_hospital = NA,NONPROFIT_CBO,"Claude, run by IN",46286,"FCC Behavioral Health, community mental health center (same as row 339; hub anchor role). [Org type from general knowledge; URL is the award source.] https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
353,MO,Freeman Health System,Freeman Health System,MO_ANCHOR_IS_NOT_AN_AWARD,COMMITTED_QUEUE,ROWS_ONLY,0,1,HOSPITAL_OR_SYSTEM / MEDIUM,NA / distributed_to_hospital = NA,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Freeman Health System (Joplin), hospital system. https://dss.mo.gov/mhd/rural-health",GENERAL_KNOWLEDGE
